username,phone,email,verified,first_name,last_name,address,city,created_at,last_login_at
jvasquez,310-584-4288,jasvasqu84@proton.me,TRUE,Jasper,Vasquez,1114 N Fairfax Ave,"Los Angeles, CA",12/28/2023 23:27,12/30/2023
AlejandroH96,213-405-8760,alejandro.howard@hotmail.com,TRUE,Alejandro,Howard,2185 N Fairfax Ave,"Los Angeles, CA",12/30/2023 22:27,5/18/2024
nora54,771-475-2552,nora_archer@gmail.com,TRUE,Nora,Archer,770 Connecticut Ave NW,"Washington, DC",12/31/2023 2:08,1/19/2024
henryinvests,972-478-4607,henry28@outlook.com,TRUE,Henry,Brooks,439 Ross Ave,"Dallas, TX",1/1/2024 5:46,5/26/2024
KhalilB12,763-882-3915,khalil12@proton.me,TRUE,Khalil,Brooks,2172 W Lake St,"Minneapolis, MN",1/2/2024 8:52,1/2/2024
may_trades,646-397-6139,maya.flores@gmail.com,TRUE,Maya,Flores,"102 Broadway, Unit 27","New York, NY",1/2/2024 22:38,1/13/2024
leila10,470-833-7509,leila26@outlook.com,TRUE,Leila,Bell,"1440 Peachtree St NE, Apt 45","Atlanta, GA",1/4/2024 4:14,1/8/2024
aaronart8,972-471-2806,aaron.patel@gmail.com,TRUE,Aaron,Patel,"2153 Cedar Springs Rd, Apt 12","Dallas, TX",1/4/2024 5:19,4/23/2024
rubyart16,310-818-7314,rmorris@proton.me,TRUE,Ruby,Morris,160 S Grand Ave,"Los Angeles, CA",1/5/2024 4:12,4/11/2024
harper47,415-674-6853,harper_ito@gmail.com,FALSE,Harper,Ito,1275 Folsom St,"San Francisco, CA",1/5/2024 9:37,NULL
cassidyholdings2,650-775-4119,cassidy43@yahoo.com,TRUE,Cassidy,Estrada,"1191 Emerson St, Apt 36","Palo Alto, CA",1/5/2024 11:56,4/3/2024
nora_kapo,424-302-1896,norkapoo18@icloud.com,TRUE,Nora,Kapoor,838 S Grand Ave,"Los Angeles, CA",1/5/2024 19:04,5/26/2024
ari_trades,971-426-3756,aalvarez@yahoo.com,TRUE,Ari,Alvarez,NULL,"Portland, OR",1/6/2024 3:44,1/26/2024
peterinvests,303-734-2238,petshah44@gmail.com,TRUE,NULL,Shah,"127 Larimer St, Apt 10","Denver, CO",1/6/2024 12:49,1/6/2024
emi_trades,332-480-5796,emilia89@proton.me,TRUE,NULL,Shah,2331 Park Ave,"New York, NY",1/6/2024 17:05,5/25/2024
lilaholdings4,771-897-2949,lilwrigh89@hotmail.com,TRUE,Lila,Wright,"1934 K St NW, Apt 29","Washington, DC",1/7/2024 1:56,2/23/2024
mcarter,512-339-6649,mcarter@yahoo.com,TRUE,Maya,Carter,"2000 Barton Springs Rd, Unit 18","Austin, TX",1/7/2024 12:44,5/19/2024
awhite,786-572-8998,anika73@hotmail.com,FALSE,Anika,White,599 Biscayne Blvd,"Miami, FL",1/7/2024 16:07,1/7/2024
evelynart13,415-527-9883,evelyn_taylor@hotmail.com,TRUE,Evelyn,Taylor,1221 Pacific Ave,"San Francisco, CA",1/9/2024 5:06,2/23/2024
mirajens99,628-741-7249,mira85@hotmail.com,TRUE,Mira,Jensen,691 California St,"San Francisco, CA",1/9/2024 13:35,5/14/2024
jprice,281-222-4069,jprice@gmail.com,TRUE,Jocelyn,Price,"331 San Felipe St, Apt 42","Houston, TX",1/11/2024 8:59,1/11/2024
jade.dubois,346-685-5647,jdubois@proton.me,TRUE,Jade,Dubois,"742 Westheimer Rd, Apt 37","Houston, TX",1/11/2024 14:13,5/14/2024
anikaart10,303-466-4493,anika10@proton.me,TRUE,Anika,Saito,"1376 Wazee St, Apt 27","Denver, CO",1/11/2024 23:00,1/12/2024
amitchell,771-369-1103,anika44@gmail.com,TRUE,Anika,Mitchell,NULL,"Washington, DC",1/12/2024 4:33,4/6/2024
valentina.knight,628-378-3605,valentina_knight@outlook.com,TRUE,Valentina,Knight,2246 California St,"San Francisco, CA",1/12/2024 21:45,1/14/2024
darius_jaco,310-377-8924,darius_jacobs@gmail.com,TRUE,Darius,Jacobs,"1492 N Fairfax Ave, Unit 15","Los Angeles, CA",1/13/2024 7:59,2/15/2024
keirainvests,646-801-9307,keira_gupta@icloud.com,FALSE,Keira,Gupta,946 E 72nd St,"New York, NY",1/14/2024 4:38,1/14/2024
henry4,415-410-6440,henry.ito@hotmail.com,TRUE,Henry,Ito,"1021 California St, Apt 47","San Francisco, CA",1/14/2024 13:16,5/11/2024
benjamin35,415-770-4195,benjamin_romero@icloud.com,TRUE,Benjamin,Romero,"1206 Howard St, Apt 22","San Francisco, CA",1/14/2024 19:21,5/21/2024
cmonroe,650-770-6534,caleb15@icloud.com,TRUE,Caleb,Monroe,2446 Emerson St,"Palo Alto, CA",1/15/2024 9:46,1/31/2024
diegoart2,773-604-1196,diego87@proton.me,TRUE,Diego,Ito,1418 N Clark St,"Chicago, IL",1/16/2024 22:54,2/1/2024
sabrina_jaco,628-505-2436,sjacobs@hotmail.com,TRUE,Sabrina,Jacobs,1908 Folsom St,"San Francisco, CA",1/17/2024 21:13,5/12/2024
gabrestr95,470-338-3341,gabestra28@yahoo.com,TRUE,Gabriela,Estrada,"1054 Ponce de Leon Ave NE, Apt 22","Atlanta, GA",1/18/2024 10:12,4/11/2024
JonahO22,628-457-9682,jonah27@proton.me,TRUE,Jonah,Olsen,"582 Pacific Ave, Apt 43","San Francisco, CA",1/18/2024 19:23,5/18/2024
benjamin71,470-465-4059,benjamin_morgan@outlook.com,TRUE,Benjamin,Morgan,"1793 Peachtree St NE, Apt 6","Atlanta, GA",1/20/2024 13:18,1/21/2024
camila36,917-847-3536,camila.donovan@outlook.com,TRUE,Camila,Donovan,"189 Hudson St, Apt 38","New York, NY",1/20/2024 20:22,4/27/2024
camilaart21,310-322-6060,camila85@hotmail.com,TRUE,Camila,Romero,"2022 Sunset Blvd, Unit 16","Los Angeles, CA",1/22/2024 20:54,5/26/2024
harper77,619-311-5758,harper29@icloud.com,TRUE,Harper,Edwards,"2408 Harbor Dr, Apt 4","San Diego, CA",1/24/2024 4:17,5/11/2024
jordan_hall,305-830-3040,jordan_hall@icloud.com,TRUE,Jordan,Hall,"1938 Brickell Ave, Apt 43","Miami, FL",1/24/2024 17:02,5/26/2024
benjmend74,415-634-3308,benjamin_mendez@yahoo.com,TRUE,Benjamin,Mendez,1520 Howard St,"San Francisco, CA",1/25/2024 4:19,1/25/2024
abi_trades,773-543-9139,abialvar54@proton.me,TRUE,Abigail,Alvarez,"441 S State St, Apt 12","Chicago, IL",1/25/2024 22:24,1/26/2024
darius_shah,872-727-9621,darshah82@hotmail.com,TRUE,Darius,Shah,2029 W Lake St,"Chicago, IL",1/26/2024 2:00,2/21/2024
christianinvests,858-497-9303,christian32@outlook.com,TRUE,Christian,Howard,519 University Ave,"San Diego, CA",1/27/2024 1:36,5/23/2024
eliseart24,424-316-6687,elise.valdez@proton.me,TRUE,Elise,Valdez,159 N Fairfax Ave,"Los Angeles, CA",1/29/2024 6:48,1/30/2024
felix.tran,972-474-1449,felix.tran@proton.me,TRUE,Felix,Tran,"2469 Cedar Springs Rd, Apt 7","Dallas, TX",1/30/2024 22:32,5/11/2024
santiago.mitchell,310-682-7193,santiago78@outlook.com,TRUE,Santiago,Mitchell,696 N Fairfax Ave,"Los Angeles, CA",1/31/2024 13:21,5/19/2024
xavierholdings6,737-558-4573,xavier_vasquez@icloud.com,TRUE,Xavier,Vasquez,1058 Guadalupe St,"Austin, TX",2/1/2024 5:03,2/17/2024
isaac_arch,512-362-1412,isaac43@hotmail.com,TRUE,Isaac,Archer,"1585 W 6th St, Apt 13","Austin, TX",2/1/2024 13:16,2/1/2024
yas_trades,212-424-3405,yasmin_yoon@proton.me,TRUE,Yasmin,Yoon,643 Broadway,"New York, NY",2/2/2024 3:08,2/22/2024
rubyart19,628-762-2077,rubflore11@icloud.com,TRUE,Ruby,Flores,"263 Pacific Ave, Apt 4","San Francisco, CA",2/4/2024 13:14,4/21/2024
gabrielart18,332-575-9798,gabriel67@proton.me,TRUE,Gabriel,Thomas,"1570 Lexington Ave, Apt 2","New York, NY",2/5/2024 14:07,3/12/2024
aidezhan41,202-748-5828,aiden_zhang@outlook.com,TRUE,Aiden,Zhang,"400 Connecticut Ave NW, Apt 14","Washington, DC",2/5/2024 15:08,5/25/2024
tarirome15,669-562-2360,tariq93@proton.me,TRUE,Tariq,Romero,"185 N 1st St, Apt 37","San Jose, CA",2/5/2024 15:45,2/6/2024
leo.taylor,773-569-2816,leo_taylor@hotmail.com,FALSE,Leo,Taylor,"1007 W Division St, Apt 40","Chicago, IL",2/7/2024 23:43,NULL
minasims55,408-868-2965,mina_sims@proton.me,FALSE,Mina,Sims,134 The Alameda,"San Jose, CA",2/8/2024 2:42,NULL
calemend75,646-761-1035,caleb_mendez@hotmail.com,FALSE,Caleb,Mendez,"216 E 72nd St, Apt 3","New York, NY",2/8/2024 21:29,2/8/2024
jonah43,424-418-4147,jonah.tran@hotmail.com,TRUE,Jonah,Tran,2057 S Grand Ave,"Los Angeles, CA",2/9/2024 13:51,3/4/2024
averyinvests,425-477-4941,avery98@icloud.com,FALSE,Avery,Klein,1896 Queen Anne Ave N,"Seattle, WA",2/9/2024 14:33,NULL
roh_trades,332-527-4125,rshah@hotmail.com,TRUE,Rohan,Shah,"1070 Lexington Ave, Apt 4","New York, NY",2/9/2024 15:32,4/29/2024
zaneholdings3,425-671-4783,zane_lee@gmail.com,TRUE,Zane,Lee,"2288 Queen Anne Ave N, Apt 36","Seattle, WA",2/9/2024 16:12,3/15/2024
avane_alt,646-700-2100,augustus.vane.private@proton.me,TRUE,Augustus,Vane,"740 Park Ave, Penthouse 4","New York, NY",2/10/2024 10:00,5/20/2024
renealva77,971-760-1356,ralvarez@yahoo.com,FALSE,Renee,Alvarez,"1941 NW 23rd Ave, Apt 6","Portland, OR",2/12/2024 16:15,NULL
luciaholdings2,213-288-6172,llopez@gmail.com,TRUE,Lucia,Lopez,2461 Sunset Blvd,"Los Angeles, CA",2/13/2024 21:47,5/21/2024
cromero,312-662-9910,cole58@icloud.com,TRUE,Cole,Romero,1866 N Clark St,"Chicago, IL",2/15/2024 13:55,5/21/2024
darijord47,646-314-5465,darjorda17@yahoo.com,TRUE,Darius,Jordan,993 W 57th St,"New York, NY",2/16/2024 20:24,3/29/2024
eleanorholdings3,857-542-9404,elesims35@yahoo.com,TRUE,Eleanor,Sims,1203 Commonwealth Ave,"Boston, MA",2/16/2024 23:54,4/27/2024
sabrinaart42,628-759-3826,NULL,FALSE,Sabrina,Wells,"2315 Mission St, Unit 30","San Francisco, CA",2/17/2024 7:06,NULL
AbigailV71,332-619-7438,NULL,FALSE,Abigail,Vargas,"507 Park Ave, Apt 30","New York, NY",2/18/2024 1:01,NULL
clara.santos,737-649-4103,NULL,FALSE,Clara,Santos,"2104 Barton Springs Rd, Apt 23","Austin, TX",2/18/2024 9:42,NULL
maliscot82,323-444-2108,malik77@proton.me,TRUE,Malik,Scott,776 N Fairfax Ave,"Los Angeles, CA",2/19/2024 8:17,2/19/2024
croth_alt,212-701-2101,celeste.roth.private@proton.me,TRUE,Celeste,Roth,"15 Central Park W, Apt 38B","New York, NY",2/19/2024 11:00,5/21/2024
chloeart14,425-445-3232,chloe90@icloud.com,TRUE,Chloe,Ng,"526 Western Ave, Apt 37","Seattle, WA",2/19/2024 19:51,3/7/2024
eva_elli,771-712-6859,eva_ellis@yahoo.com,TRUE,Eva,Ellis,"1165 Massachusetts Ave NW, Apt 8","Washington, DC",2/22/2024 18:20,5/26/2024
julia.howell,771-291-8798,julia88@gmail.com,TRUE,Julia,Howell,681 14th St NW,"Washington, DC",2/23/2024 0:28,3/26/2024
gracalva13,619-400-3498,graalvar82@icloud.com,TRUE,Grace,Alvarez,1274 University Ave,"San Diego, CA",2/23/2024 13:12,5/20/2024
sofiainvests,424-815-8487,sofia60@hotmail.com,TRUE,Sofia,Hassan,"1278 Melrose Ave, Unit 10","Los Angeles, CA",2/24/2024 10:31,5/26/2024
pmartinez,872-814-3534,paola_martinez@outlook.com,TRUE,Paola,Martinez,"568 N Michigan Ave, Apt 44","Chicago, IL",2/24/2024 10:39,2/24/2024
isaagree59,972-574-7495,isaac_green@outlook.com,TRUE,Isaac,Green,"2042 Ross Ave, Apt 20","Dallas, TX",2/25/2024 1:53,2/25/2024
pri_trades,NULL,priya.diaz@proton.me,TRUE,Priya,Diaz,"782 Lexington Ave, Apt 46","New York, NY",2/26/2024 2:04,3/5/2024
damian.cho,212-757-7299,damian_cho@gmail.com,TRUE,Damian,Cho,"83 Park Ave, Unit 24","New York, NY",2/27/2024 7:33,5/15/2024
mwexler_alt,310-702-2102,malcolm.wexler.private@proton.me,TRUE,Malcolm,Wexler,926 N Alpine Dr,"Los Angeles, CA",2/28/2024 12:00,5/22/2024
adriana_alva,215-646-7287,adriana_alvarez@icloud.com,TRUE,Adriana,Alvarez,"2362 Spruce St, Unit 14","Philadelphia, PA",3/2/2024 9:58,3/15/2024
adrianaart45,346-812-7604,adrnorri99@outlook.com,TRUE,Adriana,Norris,"2068 Kirby Dr, Unit 11","Houston, TX",3/3/2024 0:09,5/18/2024
lyoon,323-559-6263,lorenzo.yoon@hotmail.com,TRUE,Lorenzo,Yoon,133 S Grand Ave,"Los Angeles, CA",3/3/2024 5:59,3/26/2024
yasmin22,628-562-2194,yasmin16@icloud.com,TRUE,Yasmin,Patel,823 Mission St,"San Francisco, CA",3/3/2024 8:17,3/25/2024
dkim,763-288-5182,dkim@hotmail.com,TRUE,Daphne,Kim,2117 Nicollet Mall,"Minneapolis, MN",3/3/2024 17:31,3/4/2024
reesbake91,323-845-3694,reese41@gmail.com,TRUE,Reese,Baker,"270 N Fairfax Ave, Apt 32","Los Angeles, CA",3/4/2024 18:04,3/4/2024
daphne.franklin,202-277-3403,dapfrank55@outlook.com,TRUE,Daphne,Franklin,"2398 K St NW, Apt 45","Washington, DC",3/4/2024 19:39,4/24/2024
eleanorholdings1,214-753-4982,eleanor_lane@proton.me,TRUE,Eleanor,Lane,1370 Main St,"Dallas, TX",3/5/2024 2:41,4/9/2024
mira61,771-881-9767,mirturne74@gmail.com,FALSE,Mira,Turner,1036 Massachusetts Ave NW,"Washington, DC",3/5/2024 15:42,3/5/2024
lcho,917-703-8211,lorcho76@hotmail.com,FALSE,Lorenzo,Cho,2186 Park Ave,"New York, NY",3/5/2024 21:58,NULL
seleneholdings5,214-211-9921,spark@hotmail.com,FALSE,Selene,Park,306 Ross Ave,"Dallas, TX",3/7/2024 0:38,3/7/2024
vcross_alt,415-703-2103,vivienne.cross.private@proton.me,TRUE,Vivienne,Cross,2898 Broadway,"San Francisco, CA",3/8/2024 13:00,5/23/2024
clara_alva,669-497-8888,clara.alvarez@gmail.com,TRUE,Clara,Alvarez,1949 N 1st St,"San Jose, CA",3/9/2024 17:02,5/25/2024
isaashah29,424-474-8029,isaac.shah@outlook.com,FALSE,Isaac,Shah,"1078 S Grand Ave, Apt 29","Los Angeles, CA",3/11/2024 2:32,3/11/2024
jlewis,619-797-7070,jorlewis39@icloud.com,TRUE,Jordan,Lewis,"458 Harbor Dr, Apt 10","San Diego, CA",3/11/2024 7:17,3/20/2024
hanadiaz80,786-847-6425,handiaz96@hotmail.com,FALSE,Hana,Diaz,"114 Biscayne Blvd, Apt 19","Miami, FL",3/12/2024 1:44,NULL
ani_trades,212-721-6591,anika_klein@outlook.com,TRUE,Anika,Klein,2333 Park Ave,"New York, NY",3/13/2024 1:28,5/19/2024
santiagoholdings6,213-899-8430,santiago_bell@hotmail.com,FALSE,Santiago,Bell,1166 Melrose Ave,"Los Angeles, CA",3/13/2024 7:01,NULL
gedwards,972-448-3825,georgia.edwards@hotmail.com,FALSE,Georgia,Edwards,624 McKinney Ave,"Dallas, TX",3/14/2024 16:07,3/14/2024
mzimmerman,312-659-6539,maya_zimmerman@hotmail.com,TRUE,Maya,Zimmerman,1014 S State St,"Chicago, IL",3/15/2024 4:38,5/14/2024
rohan82,646-810-9944,rjensen@proton.me,TRUE,Rohan,Jensen,"307 E 72nd St, Unit 8","New York, NY",3/15/2024 16:30,3/15/2024
vivianart20,773-275-3736,vivian75@icloud.com,TRUE,Vivian,Ellis,"1450 W Lake St, Apt 36","Chicago, IL",3/16/2024 2:44,5/14/2024
EvaL3,212-611-5886,eva_lam@yahoo.com,TRUE,Eva,Lam,1793 W 57th St,"New York, NY",3/16/2024 11:18,3/16/2024
maya.lopez,202-887-3642,maya84@icloud.com,TRUE,Maya,Lopez,"1209 K St NW, Apt 31","Washington, DC",3/16/2024 14:56,4/1/2024
luciyoon66,404-652-2078,lucia_yoon@icloud.com,FALSE,Lucia,Yoon,"1262 West Paces Ferry Rd, Apt 21","Atlanta, GA",3/17/2024 17:22,3/17/2024
carmknig69,771-380-1725,carmen39@icloud.com,TRUE,Carmen,Knight,"2114 Connecticut Ave NW, Apt 11","Washington, DC",3/19/2024 19:58,3/21/2024
anorris,415-560-9746,alice.norris@hotmail.com,TRUE,Alice,Norris,1956 Mission St,"San Francisco, CA",3/19/2024 23:50,4/10/2024
isabelart9,NULL,iellis@gmail.com,TRUE,Isabel,Ellis,"1481 Chestnut St, Apt 40","Philadelphia, PA",3/22/2024 7:13,3/22/2024
chl_trades,628-240-4226,chloe.zimmerman@proton.me,TRUE,Chloe,Zimmerman,"767 California St, Apt 24","San Francisco, CA",3/22/2024 17:03,5/25/2024
maya96,214-490-9321,maya83@yahoo.com,TRUE,Maya,Zhang,"881 McKinney Ave, Apt 25","Dallas, TX",3/23/2024 3:34,4/22/2024
julia.owens,415-693-2403,julia92@icloud.com,TRUE,Julia,Owens,NULL,"San Francisco, CA",3/23/2024 16:37,5/12/2024
akira.johnson,470-675-4455,akijohns55@outlook.com,TRUE,Akira,Johnson,"2349 Peachtree St NE, Apt 10","Atlanta, GA",3/24/2024 0:29,3/24/2024
grace_choi,857-328-8771,gchoi@hotmail.com,TRUE,Grace,Choi,"190 Tremont St, Apt 3","Boston, MA",3/24/2024 20:19,4/10/2024
gabrielaart10,619-231-2192,gabriela.mitchell@hotmail.com,TRUE,Gabriela,Mitchell,"1656 Harbor Dr, Apt 24","San Diego, CA",3/25/2024 3:02,3/25/2024
elias.zimmerman,305-731-8880,ezimmerman@proton.me,TRUE,Elias,Zimmerman,"1676 Biscayne Blvd, Apt 24","Miami, FL",3/25/2024 9:54,4/17/2024
matevega47,323-439-9664,mvega@proton.me,TRUE,Mateo,Vega,350 Melrose Ave,"Los Angeles, CA",3/26/2024 20:06,5/12/2024
harperholdings2,214-448-6104,harliu44@hotmail.com,TRUE,Harper,Liu,"1325 Main St, Unit 28","Dallas, TX",3/26/2024 20:06,5/25/2024
HarperZ66,617-248-2137,hzimmerman@gmail.com,TRUE,Harper,Zimmerman,792 Newbury St,"Boston, MA",3/29/2024 15:34,3/30/2024
benjamin38,771-296-3099,benjamin45@hotmail.com,TRUE,Benjamin,Green,324 Connecticut Ave NW,"Washington, DC",4/1/2024 17:25,4/1/2024
chloe.lewis,917-220-8887,clewis@hotmail.com,TRUE,Chloe,Lewis,"385 W 57th St, Apt 25","New York, NY",4/2/2024 15:12,5/11/2024
jordan.bishop,404-332-9660,jbishop@gmail.com,TRUE,Jordan,Bishop,"1025 West Paces Ferry Rd, Apt 39","Atlanta, GA",4/4/2024 13:35,5/12/2024
miraholdings9,310-466-1331,mira85@yahoo.com,TRUE,Mira,Klein,"919 Wilshire Blvd, Unit 9","Los Angeles, CA",4/4/2024 22:32,4/4/2024
MalikM23,646-335-9681,malmason89@hotmail.com,TRUE,Malik,Mason,"1106 Lexington Ave, Unit 25","New York, NY",4/6/2024 5:47,5/3/2024
camilaholdings9,425-574-3979,camila.cho@icloud.com,FALSE,Camila,Cho,"436 Pine St, Unit 30","Seattle, WA",4/9/2024 6:29,4/9/2024
ree_trades,470-791-1936,reediaz42@hotmail.com,TRUE,Reese,Diaz,2029 Peachtree St NE,"Atlanta, GA",4/9/2024 18:48,4/10/2024
rafael25,628-416-8664,rbishop@proton.me,TRUE,Rafael,Bishop,"1093 Pacific Ave, Apt 21","San Francisco, CA",4/9/2024 22:27,4/9/2024
alexis94,857-560-4983,alexis.desai@icloud.com,TRUE,Alexis,Desai,1553 Commonwealth Ave,"Boston, MA",4/11/2024 2:27,4/28/2024
rvega,310-749-8865,rvega@proton.me,TRUE,Rafael,Vega,"2027 S Grand Ave, Apt 35","Los Angeles, CA",4/11/2024 5:13,4/16/2024
chloe.santos,737-860-1111,chloe_santos@hotmail.com,TRUE,Chloe,Santos,"1387 Guadalupe St, Apt 32","Austin, TX",4/11/2024 8:41,5/2/2024
caleingr45,415-413-4364,caleb_ingram@yahoo.com,TRUE,Caleb,Ingram,"364 California St, Apt 47","San Francisco, CA",4/12/2024 17:44,5/16/2024
juliainvests,206-653-3989,julia.ross@proton.me,TRUE,Julia,Ross,"1819 Western Ave, Apt 16","Seattle, WA",4/14/2024 6:12,5/24/2024
camilaholdings8,206-310-9982,camila.zimmerman@hotmail.com,TRUE,Camila,Zimmerman,1479 Western Ave,"Seattle, WA",4/16/2024 13:05,5/12/2024
FarahN89,212-545-1114,fnguyen@icloud.com,TRUE,Farah,Nguyen,735 Lexington Ave,"New York, NY",4/16/2024 17:30,4/18/2024
lila36,424-333-6625,lilwells70@proton.me,TRUE,Lila,Wells,"1793 Sunset Blvd, Apt 15","Los Angeles, CA",4/17/2024 4:08,4/17/2024
EvaI28,310-262-9697,eva3@proton.me,TRUE,Eva,Ito,408 Wilshire Blvd,"Los Angeles, CA",4/17/2024 20:52,4/23/2024
NiaK59,213-332-7087,nia.kim@proton.me,TRUE,Nia,Kim,"359 S Grand Ave, Apt 19","Los Angeles, CA",4/18/2024 5:04,5/23/2024
julia_camp,917-864-1426,jcampbell@icloud.com,TRUE,Julia,Campbell,"543 Park Ave, Apt 17","New York, NY",4/18/2024 13:29,5/25/2024
BeatriceA31,404-516-6502,beaadams65@icloud.com,TRUE,Beatrice,Adams,1763 West Paces Ferry Rd,"Atlanta, GA",4/18/2024 16:26,4/19/2024
NathanD29,617-404-2113,nathan_davis@gmail.com,FALSE,Nathan,Davis,539 Tremont St,"Boston, MA",4/19/2024 8:31,NULL
ele_trades,512-640-1436,elemorga44@outlook.com,TRUE,Elena,Morgan,"1615 Guadalupe St, Apt 19","Austin, TX",4/19/2024 11:00,5/16/2024
alejfran18,628-536-6207,alejandro_franklin@yahoo.com,TRUE,Alejandro,Franklin,"2077 Howard St, Apt 28","San Francisco, CA",4/19/2024 17:55,5/14/2024
arianaholdings8,332-700-8976,ariana.vargas@proton.me,TRUE,Ariana,Vargas,2059 Lexington Ave,"New York, NY",4/19/2024 23:50,4/22/2024
NoelleO90,305-569-6046,nolsen@hotmail.com,TRUE,Noelle,Olsen,2230 NE 2nd Ave,"Miami, FL",4/21/2024 0:04,5/19/2024
beatriceholdings4,310-622-6935,bmartin@proton.me,TRUE,Beatrice,Martin,467 S Grand Ave,"Los Angeles, CA",4/21/2024 0:45,4/21/2024
yasmnorr41,628-353-8511,ynorris@proton.me,TRUE,Yasmin,Norris,"2320 Howard St, Apt 2","San Francisco, CA",4/21/2024 1:08,5/4/2024
BeatriceE32,650-868-5143,beaellis63@outlook.com,TRUE,Beatrice,Ellis,"2380 University Ave, Apt 33","Palo Alto, CA",4/21/2024 1:21,4/22/2024
cmartinez,415-408-8154,clara.martinez@icloud.com,TRUE,Clara,Martinez,934 Mission St,"San Francisco, CA",4/21/2024 1:43,4/21/2024
omar32,212-337-5339,oscott@hotmail.com,TRUE,Omar,Scott,537 Broadway,"New York, NY",4/21/2024 2:25,4/21/2024
lila.klein,786-305-9254,lklein@yahoo.com,TRUE,Lila,Klein,"1644 Biscayne Blvd, Apt 18","Miami, FL",4/21/2024 4:39,5/19/2024
NaomiN7,212-781-9283,naomi_nguyen@icloud.com,TRUE,Naomi,Nguyen,"1024 Broadway, Apt 21","New York, NY",4/21/2024 5:31,4/21/2024
augvan_hold1,646-730-3200,avane.assets1@outlook.com,TRUE,Augustus,Vane,"740 Park Ave, Penthouse 4","New York, NY",4/21/2024 8:20,5/27/2024
anthony42,628-540-3555,anthony.johnson@gmail.com,TRUE,Anthony,Johnson,"1309 Pacific Ave, Apt 33","San Francisco, CA",4/21/2024 8:47,4/21/2024
celrot_hold2,212-731-3201,croth.assets2@outlook.com,TRUE,Celeste,Roth,"15 Central Park W, Apt 38B","New York, NY",4/21/2024 9:07,5/27/2024
malwex_hold3,310-732-3202,mwexler.assets3@outlook.com,TRUE,Malcolm,Wexler,926 N Alpine Dr,"Los Angeles, CA",4/21/2024 9:54,5/27/2024
vivcro_hold4,415-733-3203,vcross.assets4@outlook.com,TRUE,Vivienne,Cross,2898 Broadway,"San Francisco, CA",4/21/2024 10:41,5/27/2024
ronash_hold5,312-734-3204,rashcroft.assets5@outlook.com,TRUE,Ronan,Ashcroft,"159 E Walton Pl, Apt 41A","Chicago, IL",4/21/2024 11:28,5/27/2024
helval_hold6,617-735-3205,hvale.assets6@outlook.com,TRUE,Helena,Vale,96 Beacon St,"Boston, MA",4/21/2024 12:15,5/27/2024
ReinaS92,857-874-7010,reina.stone@gmail.com,TRUE,Reina,Stone,"248 Commonwealth Ave, Unit 16","Boston, MA",4/21/2024 12:57,5/22/2024
yasmin18,470-360-9560,yasmin.howard@outlook.com,FALSE,Yasmin,Howard,179 Ponce de Leon Ave NE,"Atlanta, GA",4/21/2024 13:14,4/21/2024
alexis_ross,425-477-1001,alexis_ross@hotmail.com,TRUE,Alexis,Ross,"1034 Queen Anne Ave N, Apt 2","Seattle, WA",4/21/2024 13:21,5/18/2024
lanaart5,972-227-9982,lanvarga81@gmail.com,FALSE,Lana,Vargas,582 Ross Ave,"Dallas, TX",4/21/2024 14:11,4/21/2024
nora8,305-380-3143,nora71@proton.me,FALSE,Nora,Owens,"2301 Brickell Ave, Apt 8","Miami, FL",4/21/2024 23:45,NULL
carmeninvests,NULL,carmen_ross@gmail.com,TRUE,Carmen,Ross,"1870 Park Ave, Apt 8","New York, NY",4/22/2024 1:03,5/11/2024
jordanholdings5,858-458-8495,jordan_adams@outlook.com,TRUE,Jordan,Adams,"1080 5th Ave, Apt 3","San Diego, CA",4/22/2024 1:08,4/28/2024
eva93,628-481-8710,eva14@yahoo.com,TRUE,Eva,Park,1403 California St,"San Francisco, CA",4/22/2024 9:01,5/22/2024
vivimill19,305-866-9236,vivian.miller@proton.me,TRUE,Vivian,Miller,1474 Biscayne Blvd,"Miami, FL",4/22/2024 15:05,5/23/2024
aiden_sull,771-543-8925,aiden58@hotmail.com,TRUE,Aiden,Sullivan,"1918 Connecticut Ave NW, Apt 21","Washington, DC",4/22/2024 21:58,5/11/2024
elena.bennett,332-219-2784,elena_bennett@yahoo.com,TRUE,Elena,Bennett,"2169 W 57th St, Apt 36","New York, NY",4/23/2024 0:45,4/23/2024
naomshah84,617-222-4232,naomi55@yahoo.com,FALSE,Naomi,Shah,"2007 Commonwealth Ave, Apt 40","Boston, MA",4/23/2024 1:01,NULL
bianyoon62,678-666-3181,bianca_yoon@outlook.com,TRUE,Bianca,Yoon,2030 Peachtree St NE,"Atlanta, GA",4/23/2024 2:36,4/23/2024
del_trades,425-752-7090,dscott@gmail.com,TRUE,Delilah,Scott,"331 Queen Anne Ave N, Apt 4","Seattle, WA",4/23/2024 3:58,4/23/2024
peteirwi20,972-462-3233,petirwin12@gmail.com,FALSE,Peter,Irwin,"2093 McKinney Ave, Apt 31","Dallas, TX",4/23/2024 7:07,NULL
theo_kinc2,206-760-4300,theodore.kincaid.holdings2@gmail.com,TRUE,Theodore,Kincaid,"2033 1st Ave, Penthouse 2","Seattle, WA",4/23/2024 9:10,5/27/2024
