exp_id;amount;d_id;description;date;requested_by;approved_by;phase;phase_name;timeline_segment;expense_type;month;department_name;requester_name;approver_name
500764;57456.72;5100;Legal services - ongoing disputes;2024-04-25;35242525;NULL;3;Crisis;ownership_emerges;legal;2024-04;Legal;Nadia Hassan;NULL
500766;6361.98;5100;Legal services - custody rights;2024-04-25;59497116;23070303;3;Crisis;ownership_emerges;legal;2024-04;Legal;Rebecca Stone;Paris Morgan
500774;1151.78;6120;Payment reconciliation tooling;2024-04-25;87658927;21097316;3;Crisis;ownership_emerges;transaction_ops;2024-04;Transaction Operations;Julian Ross;Cameron Ellis
500777;1780.00;3100;Seller partnership travel - Apr 2024;2024-04-25;45672962;23121126;3;Crisis;ownership_emerges;travel_partnerships;2024-04;Seller Partnerships;Irene Alvarez;Elvis Romero
500783;1370.00;2120;Cloud infrastructure - Apr 2024;2024-04-25;10945904;23121126;3;Crisis;ownership_emerges;hosting;2024-04;Software Engineering;Mia Thompson;Elvis Romero
500763;3690.00;6120;Transaction processing support - Apr 2024;2024-04-26;87658927;23121126;3;Crisis;ownership_emerges;transaction_ops;2024-04;Transaction Operations;Julian Ross;Elvis Romero
500772;14623.79;5100;Legal services - ongoing disputes;2024-04-26;59497116;63336966;3;Crisis;ownership_emerges;legal;2024-04;Legal;Rebecca Stone;Marcus Lee
500778;1194.16;3100;Seller partnership travel - Apr 2024;2024-04-27;10580306;26887263;3;Crisis;ownership_emerges;travel_partnerships;2024-04;Seller Partnerships;Julia Santos;Owen Brooks
500771;550.00;3100;Seller partnership travel - Apr 2024;2024-04-28;80798169;23070303;3;Crisis;ownership_emerges;travel_partnerships;2024-04;Seller Partnerships;Thomas Green;Paris Morgan
500770;11589.59;5100;Legal services - employment matters;2024-04-29;16498618;60706330;3;Crisis;ownership_emerges;legal;2024-04;Legal;Carmen Diaz;Evelyn Hart
500765;2650.00;5200;Due diligence and compliance services;2024-04-30;90543121;63336966;3;Crisis;ownership_emerges;compliance;2024-04;Compliance & Investigations;Samuel Ortiz;Marcus Lee
500767;5800.00;6120;Payment reconciliation tooling;2024-04-30;37959476;60706330;3;Crisis;ownership_emerges;transaction_ops;2024-04;Transaction Operations;Ethan Park;Evelyn Hart
500775;2580.00;2120;Cloud infrastructure - Apr 2024;2024-04-30;84921849;23121126;3;Crisis;ownership_emerges;hosting;2024-04;Software Engineering;Elena Garcia;Elvis Romero
500776;1039.30;3100;Seller partnership travel - Apr 2024;2024-04-30;80798169;NULL;3;Crisis;ownership_emerges;travel_partnerships;2024-04;Seller Partnerships;Thomas Green;NULL
500780;7690.00;5200;Due diligence and compliance services;2024-04-30;90543121;64166280;3;Crisis;ownership_emerges;compliance;2024-04;Compliance & Investigations;Samuel Ortiz;Sofia Ramirez
500781;3280.00;5200;Due diligence and compliance services;2024-04-30;90543121;11194139;3;Crisis;ownership_emerges;compliance;2024-04;Compliance & Investigations;Samuel Ortiz;Rachel Walker
500784;5930.00;6120;Payment reconciliation tooling;2024-04-30;87658927;23070303;3;Crisis;ownership_emerges;transaction_ops;2024-04;Transaction Operations;Julian Ross;Paris Morgan
500773;2350.00;6110;Finance and reconciliation services;2024-05-01;48499646;63336966;3;Crisis;ownership_emerges;accounting;2024-05;Accounting & Treasury;Martin Caldwell;Marcus Lee
500788;7680.54;4200;Secure custody transfer;2024-05-02;60706330;64166280;3;Crisis;relocation_request;logistics;2024-05;Logistics & Collections;Evelyn Hart;Sofia Ramirez
500795;2810.00;5200;Due diligence and compliance services;2024-05-02;59497116;23070303;3;Crisis;relocation_request;compliance;2024-05;Compliance & Investigations;Rebecca Stone;Paris Morgan
500813;910.00;2120;Cloud infrastructure - May 2024;2024-05-02;84921849;23062301;3;Crisis;relocation_request;hosting;2024-05;Software Engineering;Elena Garcia;Caesar Vallelonga
500819;1640.00;6120;Payment reconciliation tooling;2024-05-02;23121126;63336966;3;Crisis;relocation_request;transaction_ops;2024-05;Transaction Operations;Elvis Romero;Marcus Lee
500792;2705.68;6120;Payment reconciliation tooling;2024-05-03;37959476;23062301;3;Crisis;relocation_request;transaction_ops;2024-05;Transaction Operations;Ethan Park;Caesar Vallelonga
500793;6936.70;5100;Legal services - employment matters;2024-05-03;59497116;63336966;3;Crisis;relocation_request;legal;2024-05;Legal;Rebecca Stone;Marcus Lee
500796;604.30;5100;Legal services - employment matters;2024-05-03;59497116;23062302;3;Crisis;relocation_request;legal;2024-05;Legal;Rebecca Stone;Bob Andrews
500800;6070.00;5200;Due diligence and compliance services;2024-05-03;59497116;23070303;3;Crisis;relocation_request;compliance;2024-05;Compliance & Investigations;Rebecca Stone;Paris Morgan
500804;2930.00;2120;Cloud infrastructure - May 2024;2024-05-03;72738553;23062302;3;Crisis;relocation_request;hosting;2024-05;Software Engineering;Noah Chen;Bob Andrews
500807;4459.99;5100;Legal services - ongoing disputes;2024-05-03;16498618;23062302;3;Crisis;relocation_request;legal;2024-05;Legal;Carmen Diaz;Bob Andrews
500809;3060.00;4200;Secure custody transfer;2024-05-03;81820605;59497116;3;Crisis;relocation_request;logistics;2024-05;Logistics & Collections;Leila Adams;Rebecca Stone
500810;1520.00;6120;Payment reconciliation tooling;2024-05-03;87658927;23121126;3;Crisis;relocation_request;transaction_ops;2024-05;Transaction Operations;Julian Ross;Elvis Romero
500820;17670.00;5100;Legal services - employment matters;2024-05-03;35242525;21097316;3;Crisis;relocation_request;legal;2024-05;Legal;Nadia Hassan;Cameron Ellis
500790;32183.72;5100;Legal services - custody rights;2024-05-04;59497116;11194139;3;Crisis;relocation_request;legal;2024-05;Legal;Rebecca Stone;Rachel Walker
500802;3716.57;2120;Cloud infrastructure - May 2024;2024-05-05;63322433;26887263;3;Crisis;relocation_request;hosting;2024-05;Software Engineering;Victor Zhang;Owen Brooks
500805;26884.80;5100;Legal services - ownership interpretation;2024-05-05;16498618;23062302;3;Crisis;relocation_request;legal;2024-05;Legal;Carmen Diaz;Bob Andrews
500811;2470.00;6120;Payment reconciliation tooling;2024-05-06;37959476;23070303;3;Crisis;relocation_request;transaction_ops;2024-05;Transaction Operations;Ethan Park;Paris Morgan
500816;2850.00;4200;Secure custody transfer;2024-05-06;73920966;23070303;3;Crisis;relocation_request;logistics;2024-05;Logistics & Collections;Felix Novak;Paris Morgan
500787;5000.00;2120;AWS May 2024;2024-05-07;10945904;63336966;3;Crisis;relocation_request;hosting;2024-05;Software Engineering;Mia Thompson;Marcus Lee
500794;1000.00;7200;Media monitoring and communications support;2024-05-07;23070303;32845340;3;Crisis;relocation_request;pr;2024-05;Communications;Paris Morgan;Natalie Price
500806;3440.00;4200;Secure custody transfer;2024-05-07;67723916;59497116;3;Crisis;relocation_request;logistics;2024-05;Logistics & Collections;Mateo Rivera;Rebecca Stone
500808;1770.00;5100;Legal services - restructuring;2024-05-07;31215320;23062301;3;Crisis;relocation_request;legal;2024-05;Legal;Isaac Klein;Caesar Vallelonga
500812;58178.36;5100;Legal services - employment matters;2024-05-07;59497116;23062301;3;Crisis;relocation_request;legal;2024-05;Legal;Rebecca Stone;Caesar Vallelonga
500818;2060.00;4200;Secure custody transfer;2024-05-07;67723916;21097316;3;Crisis;relocation_request;logistics;2024-05;Logistics & Collections;Mateo Rivera;Cameron Ellis
500791;17660.00;4200;High-value shipment insurance;2024-05-08;73920966;23062301;3;Crisis;relocation_request;insurance;2024-05;Logistics & Collections;Felix Novak;Caesar Vallelonga
500797;20066.21;5100;Legal services - restructuring;2024-05-08;35242525;23070303;3;Crisis;relocation_request;legal;2024-05;Legal;Nadia Hassan;Paris Morgan
500799;4560.00;5100;Outside counsel - restructuring;2024-05-08;35242525;23121126;3;Crisis;relocation_request;legal;2024-05;Legal;Nadia Hassan;Elvis Romero
500803;540.00;5100;Legal services - ownership interpretation;2024-05-08;35242525;11194139;3;Crisis;relocation_request;legal;2024-05;Legal;Nadia Hassan;Rachel Walker
500789;3960.00;4200;High-value shipment insurance;2024-05-09;63336966;26887263;3;Crisis;relocation_request;insurance;2024-05;Logistics & Collections;Marcus Lee;Owen Brooks
500798;2040.00;4200;High-value shipment insurance;2024-05-09;81820605;23121126;3;Crisis;relocation_request;insurance;2024-05;Logistics & Collections;Leila Adams;Elvis Romero
500814;4470.00;5100;Outside counsel - custody rights;2024-05-09;31215320;59497116;3;Crisis;relocation_request;legal;2024-05;Legal;Isaac Klein;Rebecca Stone
500815;14170.00;7200;Media monitoring and communications support;2024-05-09;23070303;60706330;3;Crisis;relocation_request;pr;2024-05;Communications;Paris Morgan;Evelyn Hart
500817;56870.00;5100;Outside counsel - ownership interpretation;2024-05-09;59497116;23121126;3;Crisis;relocation_request;legal;2024-05;Legal;Rebecca Stone;Elvis Romero
500786;14890.00;5100;Legal services - institutional claims;2024-05-10;16498618;32845340;3;Crisis;relocation_request;legal;2024-05;Legal;Carmen Diaz;Natalie Price
500801;12240.00;5100;Legal services - employment matters;2024-05-10;31215320;23070303;3;Crisis;relocation_request;legal;2024-05;Legal;Isaac Klein;Paris Morgan
500881;3940.68;5100;Outside counsel - institutional claims;2024-05-11;31215320;23062301;3;Crisis;media_leak;legal;2024-05;Legal;Isaac Klein;Caesar Vallelonga
500839;7690.00;6120;Payment reconciliation tooling;2024-05-12;87658927;23062301;3;Crisis;media_leak;transaction_ops;2024-05;Transaction Operations;Julian Ross;Caesar Vallelonga
500848;3321.29;6120;Payment reconciliation tooling;2024-05-12;23121126;11194139;3;Crisis;media_leak;transaction_ops;2024-05;Transaction Operations;Elvis Romero;Rachel Walker
500865;7040.00;4200;Insured storage services - May 2024;2024-05-12;63336966;23121126;3;Crisis;media_leak;storage;2024-05;Logistics & Collections;Marcus Lee;Elvis Romero
500828;6640.58;5200;Due diligence and compliance services;2024-05-13;87292197;35242525;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Selene Parker;Nadia Hassan
500836;3040.00;5200;Due diligence and compliance services;2024-05-13;75941901;64166280;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Hana Ito;Sofia Ramirez
500852;1960.00;2120;Cloud infrastructure - May 2024;2024-05-13;37959476;21097316;3;Crisis;media_leak;hosting;2024-05;Software Engineering;Ethan Park;Cameron Ellis
500877;46010.00;5100;Outside counsel - platform ownership claims;2024-05-13;16498618;63336966;3;Crisis;media_leak;legal;2024-05;Legal;Carmen Diaz;Marcus Lee
500884;4423.27;5200;Due diligence and compliance services;2024-05-13;75941901;60706330;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Hana Ito;Evelyn Hart
500892;6890.00;4200;Insured storage services - May 2024;2024-05-13;63336966;23070303;3;Crisis;media_leak;storage;2024-05;Logistics & Collections;Marcus Lee;Paris Morgan
500894;25000.00;5200;Due diligence and compliance services;2024-05-13;90543121;11194139;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Samuel Ortiz;Rachel Walker
500822;1160.00;2120;Cloud infrastructure - May 2024;2024-05-14;72738553;64166280;3;Crisis;media_leak;hosting;2024-05;Software Engineering;Noah Chen;Sofia Ramirez
500858;20523.61;7200;Communications advisory - May;2024-05-14;32845340;23062301;3;Crisis;media_leak;pr;2024-05;Communications;Natalie Price;Caesar Vallelonga
500861;3700.00;6120;Payment reconciliation tooling;2024-05-14;23121126;23062301;3;Crisis;media_leak;transaction_ops;2024-05;Transaction Operations;Elvis Romero;Caesar Vallelonga
500863;14401.15;7200;Media monitoring and communications support;2024-05-14;88376361;23070303;3;Crisis;media_leak;pr;2024-05;Communications;Luca Bennett;Paris Morgan
500869;11490.00;6110;Contract cancellation fee;2024-05-14;36058655;35242525;3;Crisis;media_leak;cancellation;2024-05;Accounting & Treasury;Miriam Hall;Nadia Hassan
500870;640.20;2120;Cloud infrastructure - May 2024;2024-05-14;69733054;23062301;3;Crisis;media_leak;hosting;2024-05;Software Engineering;Aisha Patel;Caesar Vallelonga
500882;1787.18;6110;Finance and reconciliation services;2024-05-14;48499646;23062302;3;Crisis;media_leak;accounting;2024-05;Accounting & Treasury;Martin Caldwell;Bob Andrews
500888;5647.44;5200;Due diligence and compliance services;2024-05-14;75941901;23121126;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Hana Ito;Elvis Romero
500890;2960.00;5100;Legal services - ownership review;2024-05-14;35242525;21097316;3;Crisis;media_leak;legal;2024-05;Legal;Nadia Hassan;Cameron Ellis
500849;1675.54;6120;Transaction processing support - May 2024;2024-05-15;87658927;59497116;3;Crisis;media_leak;transaction_ops;2024-05;Transaction Operations;Julian Ross;Rebecca Stone
500855;3990.00;7200;Communications advisory - May;2024-05-15;33087235;23121126;3;Crisis;media_leak;pr;2024-05;Communications;Clara Foster;Elvis Romero
500871;57570.00;5100;Outside counsel - platform ownership claims;2024-05-15;16498618;26887263;3;Crisis;media_leak;legal;2024-05;Legal;Carmen Diaz;Owen Brooks
500873;14112.62;7200;Digital campaign services - May 2024;2024-05-15;23070303;60706330;3;Crisis;media_leak;marketing;2024-05;Communications;Paris Morgan;Evelyn Hart
500885;2110.00;6110;Contract cancellation fee;2024-05-15;23121126;64166280;3;Crisis;media_leak;cancellation;2024-05;Accounting & Treasury;Elvis Romero;Sofia Ramirez
500842;14161.99;5100;Legal services - ownership review;2024-05-16;31215320;60706330;3;Crisis;media_leak;legal;2024-05;Legal;Isaac Klein;Evelyn Hart
500846;2100.00;5100;Outside counsel - institutional claims;2024-05-16;59497116;23070303;3;Crisis;media_leak;legal;2024-05;Legal;Rebecca Stone;Paris Morgan
500853;1410.00;7100;Temporary client support coverage;2024-05-16;87292197;63336966;3;Crisis;media_leak;client_support;2024-05;Client Services;Selene Parker;Marcus Lee
500864;2190.00;6120;Payment reconciliation tooling;2024-05-16;87658927;63336966;3;Crisis;media_leak;transaction_ops;2024-05;Transaction Operations;Julian Ross;Marcus Lee
500868;37659.74;5100;Outside counsel - platform ownership claims;2024-05-16;31215320;11194139;3;Crisis;media_leak;legal;2024-05;Legal;Isaac Klein;Rachel Walker
500872;1470.54;5100;Legal services - ownership review;2024-05-16;59497116;23070303;3;Crisis;media_leak;legal;2024-05;Legal;Rebecca Stone;Paris Morgan
500891;6632.69;7100;Client support platform - May 2024;2024-05-16;79784072;23070303;3;Crisis;media_leak;client_support;2024-05;Client Services;Malik Jefferson;Paris Morgan
500825;2780.00;6120;Payment reconciliation tooling;2024-05-17;37959476;23062302;3;Crisis;media_leak;transaction_ops;2024-05;Transaction Operations;Ethan Park;Bob Andrews
500829;25170.00;7200;Communications advisory - May;2024-05-17;23070303;63336966;3;Crisis;media_leak;pr;2024-05;Communications;Paris Morgan;Marcus Lee
500830;6517.29;7200;Communications advisory - May;2024-05-17;32845340;11194139;3;Crisis;media_leak;pr;2024-05;Communications;Natalie Price;Rachel Walker
500833;2467.44;6110;Accounting support - May 2024;2024-05-17;48499646;26887263;3;Crisis;media_leak;accounting;2024-05;Accounting & Treasury;Martin Caldwell;Owen Brooks
500843;4170.00;6110;Finance and reconciliation services;2024-05-17;24965541;35242525;3;Crisis;media_leak;accounting;2024-05;Accounting & Treasury;Aaron Young;Nadia Hassan
500857;31216.01;7200;Communications advisory - May;2024-05-17;23070303;23062302;3;Crisis;media_leak;pr;2024-05;Communications;Paris Morgan;Bob Andrews
500862;32280.12;5100;Outside counsel - institutional claims;2024-05-17;16498618;23062302;3;Crisis;media_leak;legal;2024-05;Legal;Carmen Diaz;Bob Andrews
500866;1000.00;7100;Temporary client support coverage;2024-05-17;95209691;23070303;3;Crisis;media_leak;client_support;2024-05;Client Services;Chloe Nguyen;Paris Morgan
500867;16000.00;5200;Due diligence and compliance services;2024-05-17;87292197;23070303;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Selene Parker;Paris Morgan
500876;13220.00;4200;Insured storage services - May 2024;2024-05-17;73920966;32845340;3;Crisis;media_leak;storage;2024-05;Logistics & Collections;Felix Novak;Natalie Price
500883;2260.00;2120;Cloud infrastructure - May 2024;2024-05-17;72738553;63336966;3;Crisis;media_leak;hosting;2024-05;Software Engineering;Noah Chen;Marcus Lee
500893;2800.00;5200;Due diligence and compliance services;2024-05-17;90543121;23070303;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Samuel Ortiz;Paris Morgan
500880;14668.89;6120;Payment reconciliation tooling;2024-05-18;37959476;26887263;3;Crisis;media_leak;transaction_ops;2024-05;Transaction Operations;Ethan Park;Owen Brooks
500821;2220.00;5200;Due diligence and compliance services;2024-05-20;90543121;23121126;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Samuel Ortiz;Elvis Romero
500827;19126.15;6120;Payment reconciliation tooling;2024-05-20;23121126;23070303;3;Crisis;media_leak;transaction_ops;2024-05;Transaction Operations;Elvis Romero;Paris Morgan
500847;7400.00;6120;Payment reconciliation tooling;2024-05-20;37959476;23062301;3;Crisis;media_leak;transaction_ops;2024-05;Transaction Operations;Ethan Park;Caesar Vallelonga
500851;6711.89;5100;Legal services - ownership review;2024-05-20;16498618;64166280;3;Crisis;media_leak;legal;2024-05;Legal;Carmen Diaz;Sofia Ramirez
500895;1224.16;7100;Temporary client support coverage;2024-05-20;79784072;23062301;3;Crisis;media_leak;client_support;2024-05;Client Services;Malik Jefferson;Caesar Vallelonga
500844;29480.00;5100;Outside counsel - institutional claims;2024-05-21;31215320;23121126;3;Crisis;media_leak;legal;2024-05;Legal;Isaac Klein;Elvis Romero
500878;13530.00;6110;Vendor termination charge;2024-05-21;24965541;23062301;3;Crisis;media_leak;cancellation;2024-05;Accounting & Treasury;Aaron Young;Caesar Vallelonga
500824;47494.20;5100;Legal services - ownership review;2024-05-22;31215320;26887263;3;Crisis;media_leak;legal;2024-05;Legal;Isaac Klein;Owen Brooks
500834;3834.13;4200;Insured storage services - May 2024;2024-05-22;63336966;23062301;3;Crisis;media_leak;storage;2024-05;Logistics & Collections;Marcus Lee;Caesar Vallelonga
500845;50960.00;5100;Legal services - ownership review;2024-05-22;35242525;60706330;3;Crisis;media_leak;legal;2024-05;Legal;Nadia Hassan;Evelyn Hart
500879;1100.00;5100;Outside counsel - platform ownership claims;2024-05-22;59497116;64166280;3;Crisis;media_leak;legal;2024-05;Legal;Rebecca Stone;Sofia Ramirez
500887;20550.00;5100;Outside counsel - platform ownership claims;2024-05-22;16498618;23062302;3;Crisis;media_leak;legal;2024-05;Legal;Carmen Diaz;Bob Andrews
500896;37360.00;5100;Outside counsel - institutional claims;2024-05-22;35242525;23062302;3;Crisis;media_leak;legal;2024-05;Legal;Nadia Hassan;Bob Andrews
500899;3850.00;4200;Insured storage services - May 2024;2024-05-22;73920966;23062301;3;Crisis;media_leak;storage;2024-05;Logistics & Collections;Felix Novak;Caesar Vallelonga
500831;7500.00;5100;Outside counsel - institutional claims;2024-05-23;16498618;23070303;3;Crisis;media_leak;legal;2024-05;Legal;Carmen Diaz;Paris Morgan
500835;1420.00;5200;Due diligence and compliance services;2024-05-23;87292197;23070303;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Selene Parker;Paris Morgan
500837;7330.00;7200;Media monitoring and communications support;2024-05-23;88376361;35242525;3;Crisis;media_leak;pr;2024-05;Communications;Luca Bennett;Nadia Hassan
500840;4730.00;4200;Insured storage services - May 2024;2024-05-23;81820605;23121126;3;Crisis;media_leak;storage;2024-05;Logistics & Collections;Leila Adams;Elvis Romero
500854;560.39;6110;Accounting support - May 2024;2024-05-23;36058655;23062302;3;Crisis;media_leak;accounting;2024-05;Accounting & Treasury;Miriam Hall;Bob Andrews
500856;13830.00;4200;High-value shipment insurance;2024-05-23;67723916;23062301;3;Crisis;media_leak;insurance;2024-05;Logistics & Collections;Mateo Rivera;Caesar Vallelonga
500874;55502.83;5100;Legal services - ownership review;2024-05-23;35242525;26887263;3;Crisis;media_leak;legal;2024-05;Legal;Nadia Hassan;Owen Brooks
500900;2670.00;5200;Due diligence and compliance services;2024-05-23;87292197;23062301;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Selene Parker;Caesar Vallelonga
500823;3015.23;5200;Due diligence and compliance services;2024-05-24;35242525;23062302;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Nadia Hassan;Bob Andrews
500826;15019.01;7200;Communications advisory - May;2024-05-24;32845340;23062301;3;Crisis;media_leak;pr;2024-05;Communications;Natalie Price;Caesar Vallelonga
500832;43060.79;5100;Outside counsel - platform ownership claims;2024-05-24;16498618;23121126;3;Crisis;media_leak;legal;2024-05;Legal;Carmen Diaz;Elvis Romero
500841;21309.83;7200;Communications advisory - May;2024-05-24;88376361;32845340;3;Crisis;media_leak;pr;2024-05;Communications;Luca Bennett;Natalie Price
500860;4460.85;4200;High-value shipment insurance;2024-05-24;73920966;26887263;3;Crisis;media_leak;insurance;2024-05;Logistics & Collections;Felix Novak;Owen Brooks
500889;55340.00;5100;Outside counsel - institutional claims;2024-05-24;31215320;23070303;3;Crisis;media_leak;legal;2024-05;Legal;Isaac Klein;Paris Morgan
500897;3160.00;5200;Due diligence and compliance services;2024-05-24;90543121;23121126;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Samuel Ortiz;Elvis Romero
500898;2341.73;2120;Cloud infrastructure - May 2024;2024-05-24;22619675;11194139;3;Crisis;media_leak;hosting;2024-05;Software Engineering;Maya Singh;Rachel Walker
500886;8980.00;7200;Media monitoring and communications support;2024-05-26;88376361;23121126;3;Crisis;media_leak;pr;2024-05;Communications;Luca Bennett;Elvis Romero
500838;3014.86;7200;Digital campaign services - May 2024;2024-05-27;32845340;11194139;3;Crisis;media_leak;marketing;2024-05;Communications;Natalie Price;Rachel Walker
500850;1130.00;7100;Temporary client support coverage;2024-05-27;11194139;32845340;3;Crisis;media_leak;client_support;2024-05;Client Services;Rachel Walker;Natalie Price
500859;8450.00;5200;Due diligence and compliance services;2024-05-27;90543121;23062301;3;Crisis;media_leak;compliance;2024-05;Compliance & Investigations;Samuel Ortiz;Caesar Vallelonga
500875;13950.00;5100;Outside counsel - institutional claims;2024-05-27;59497116;23121126;3;Crisis;media_leak;legal;2024-05;Legal;Rebecca Stone;Elvis Romero
500901;31300.00;5100;Legal services - ongoing disputes;2024-05-28;59497116;23070303;3;Crisis;destabilized;legal;2024-05;Legal;Rebecca Stone;Paris Morgan
500907;8990.00;5200;Due diligence and compliance services;2024-05-28;59497116;11194139;3;Crisis;destabilized;compliance;2024-05;Compliance & Investigations;Rebecca Stone;Rachel Walker
500927;4909.72;2120;Cloud infrastructure - May 2024;2024-05-28;10945904;11194139;3;Crisis;destabilized;hosting;2024-05;Software Engineering;Mia Thompson;Rachel Walker
500934;1020.00;6110;Finance and reconciliation services;2024-05-28;48499646;64166280;3;Crisis;destabilized;accounting;2024-05;Accounting & Treasury;Martin Caldwell;Sofia Ramirez
500953;5530.05;4200;Insured storage services - May 2024;2024-05-28;67723916;23070303;3;Crisis;destabilized;storage;2024-05;Logistics & Collections;Mateo Rivera;Paris Morgan
500904;4130.00;6120;Payment reconciliation tooling;2024-05-29;23121126;59497116;3;Crisis;destabilized;transaction_ops;2024-05;Transaction Operations;Elvis Romero;Rebecca Stone
500905;18410.00;5100;Specialist ownership opinion;2024-05-29;35242525;59497116;3;Crisis;destabilized;legal;2024-05;Legal;Nadia Hassan;Rebecca Stone
500909;9500.00;5200;Due diligence and compliance services;2024-05-29;75941901;26887263;3;Crisis;destabilized;compliance;2024-05;Compliance & Investigations;Hana Ito;Owen Brooks
500921;1380.00;7100;Temporary client support coverage;2024-05-29;87292197;60706330;3;Crisis;destabilized;client_support;2024-05;Client Services;Selene Parker;Evelyn Hart
500924;1270.00;7100;Temporary client support coverage;2024-05-29;87292197;11194139;3;Crisis;destabilized;client_support;2024-05;Client Services;Selene Parker;Rachel Walker
500932;23340.00;7200;Media monitoring and communications support;2024-05-29;33087235;21097316;3;Crisis;destabilized;pr;2024-05;Communications;Clara Foster;Cameron Ellis
500949;35370.00;5100;Outside counsel - additional ownership work;2024-05-29;31215320;60706330;3;Crisis;destabilized;legal;2024-05;Legal;Isaac Klein;Evelyn Hart
500952;12310.43;4200;High-value shipment insurance;2024-05-29;63336966;23070303;3;Crisis;destabilized;insurance;2024-05;Logistics & Collections;Marcus Lee;Paris Morgan
500913;2230.00;5200;Due diligence and compliance services;2024-05-30;90543121;63336966;3;Crisis;destabilized;compliance;2024-05;Compliance & Investigations;Samuel Ortiz;Marcus Lee
500948;10690.00;5100;Outside counsel - additional ownership work;2024-05-30;59497116;64166280;3;Crisis;destabilized;legal;2024-05;Legal;Rebecca Stone;Sofia Ramirez
500918;5575.15;6120;Payment reconciliation tooling;2024-05-31;23121126;23062302;3;Crisis;destabilized;transaction_ops;2024-05;Transaction Operations;Elvis Romero;Bob Andrews
500919;7492.23;2300;Access monitoring and security tooling;2024-05-31;26887263;23121126;3;Crisis;destabilized;security;2024-05;IT & Security;Owen Brooks;Elvis Romero
500936;4180.00;5200;Due diligence and compliance services;2024-05-31;90543121;23070303;3;Crisis;destabilized;compliance;2024-05;Compliance & Investigations;Samuel Ortiz;Paris Morgan
500941;46460.00;5100;Specialist ownership opinion;2024-05-31;59497116;23070303;3;Crisis;destabilized;legal;2024-05;Legal;Rebecca Stone;Paris Morgan
500944;8479.15;7200;Media monitoring and communications support;2024-05-31;23070303;23121126;3;Crisis;destabilized;pr;2024-05;Communications;Paris Morgan;Elvis Romero
500947;15330.00;5100;Specialist ownership opinion;2024-05-31;35242525;23121126;3;Crisis;destabilized;legal;2024-05;Legal;Nadia Hassan;Elvis Romero
500954;11940.00;5100;Legal services - ongoing disputes;2024-05-31;16498618;63336966;3;Crisis;destabilized;legal;2024-05;Legal;Carmen Diaz;Marcus Lee
500955;12990.00;4200;Insured storage services - May 2024;2024-05-31;81820605;23062301;3;Crisis;destabilized;storage;2024-05;Logistics & Collections;Leila Adams;Caesar Vallelonga
500902;2911.80;5200;Due diligence and compliance services;2024-06-03;87292197;21097316;3;Crisis;destabilized;compliance;2024-06;Compliance & Investigations;Selene Parker;Cameron Ellis
500908;11250.00;4200;Insured storage services - Jun 2024;2024-06-03;67723916;23062302;3;Crisis;destabilized;storage;2024-06;Logistics & Collections;Mateo Rivera;Bob Andrews
500911;3248.69;2300;Access monitoring and security tooling;2024-06-03;89960741;23121126;3;Crisis;destabilized;security;2024-06;IT & Security;Jason Reed;Elvis Romero
500917;3030.00;6120;Payment reconciliation tooling;2024-06-03;87658927;23062302;3;Crisis;destabilized;transaction_ops;2024-06;Transaction Operations;Julian Ross;Bob Andrews
500925;1642.53;6120;Payment reconciliation tooling;2024-06-03;23121126;NULL;3;Crisis;destabilized;transaction_ops;2024-06;Transaction Operations;Elvis Romero;NULL
500945;19346.00;5200;Due diligence and compliance services;2024-06-03;90543121;23062301;3;Crisis;destabilized;compliance;2024-06;Compliance & Investigations;Samuel Ortiz;Caesar Vallelonga
500951;940.00;6110;Finance and reconciliation services;2024-06-03;23121126;21097316;3;Crisis;destabilized;accounting;2024-06;Accounting & Treasury;Elvis Romero;Cameron Ellis
500910;1489.88;6120;Payment reconciliation tooling;2024-06-04;37959476;23070303;3;Crisis;destabilized;transaction_ops;2024-06;Transaction Operations;Ethan Park;Paris Morgan
500915;1853.39;7100;Temporary client support coverage;2024-06-04;95209691;59497116;3;Crisis;destabilized;client_support;2024-06;Client Services;Chloe Nguyen;Rebecca Stone
500922;18500.00;5200;Due diligence and compliance services;2024-06-04;35242525;60706330;3;Crisis;destabilized;compliance;2024-06;Compliance & Investigations;Nadia Hassan;Evelyn Hart
500926;7087.36;4200;High-value shipment insurance;2024-06-04;81820605;23121126;3;Crisis;destabilized;insurance;2024-06;Logistics & Collections;Leila Adams;Elvis Romero
500950;1751.04;5200;Due diligence and compliance services;2024-06-04;87292197;21097316;3;Crisis;destabilized;compliance;2024-06;Compliance & Investigations;Selene Parker;Cameron Ellis
